Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	VarA	VarB	Equip X	Equip Y	Random Item Generation By Treasure Level 1 - 6						Notes		
392	item185	Shrapmetal	300	Sscroll	Misc	S93	1	2	2	Spell Scroll	77	0	0	0	0	0	0	0	2	1	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
393	item185	Control Undead	350	Sscroll	Misc	S94	1	2	2	Spell Scroll	77	0	0	0	0	0	0	0	2	1	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
394	item185	Pain Reflection	400	Sscroll	Misc	S95	1	2	2	Spell Scroll	77	0	0	0	0	0	0	0	2	1	0	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
395	item186	Sacrifice	500	Sscroll	Misc	S96	1	2	5	Spell Scroll	77	0	0	0	0	0	0	0	0	2	1	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
396	item186	Dragon Breath	600	Sscroll	Misc	S97	1	2	5	Spell Scroll	77	0	0	0	0	0	0	0	0	2	1	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
397	item186	Armageddon	750	Sscroll	Misc	S98	1	2	5	Spell Scroll	77	0	0	0	0	0	0	0	0	2	1	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
398	item183	Souldrinker	1000	Sscroll	Misc	S99	1	2	10	Spell Scroll	77	0	0	0	0	0	0	0	0	0	2	A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen.		
399	null	_scroll/book399	0	0	0	0	0	0	0	_scroll/book399	0	0	0	0	0	0	0	0	0	0	0	Description here.		
400	item190	Torch Light	100	Book	Misc	S1	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell.		
401	item190	Fire Bolt	200	Book	Misc	S2	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell.		
402	item190	Fire Resistance	300	Book	Misc	S3	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell.		
403	item190	Fire Aura	400	Book	Misc	S4	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell.		
404	item191	Haste	500	Book	Misc	S5	1	3	5	Book of Learning	78	0	0	0	0	0	0	2	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to Expert level to learn this spell.		
405	item191	Fireball	750	Book	Misc	S6	1	3	5	Book of Learning	78	0	0	0	0	0	0	2	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to Expert level to learn this spell.		
406	item191	Fire Spike	1000	Book	Misc	S7	1	3	5	Book of Learning	78	0	0	0	0	0	0	2	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to Expert level to learn this spell.		
407	item192	Immolation	1500	Book	Misc	S8	1	3	10	Book of Learning	78	0	0	0	0	0	0	0	1	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to Master level to learn this spell.		
408	item192	Meteor Shower	2000	Book	Misc	S9	1	3	10	Book of Learning	78	0	0	0	0	0	0	0	1	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to Master level to learn this spell.		
409	item192	Inferno	3000	Book	Misc	S10	1	3	10	Book of Learning	78	0	0	0	0	0	0	0	1	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to Master level to learn this spell.		
410	item193	Incinerate	5000	Book	Misc	S11	1	3	15	Book of Learning	78	0	0	0	0	0	0	0	0	1	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to Grandmaster to learn this spell.		
411	item190	Wizard Eye	100	Book	Misc	S12	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell.		
412	item190	Feather Fall	200	Book	Misc	S13	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell.		
413	item190	Air Resistance	300	Book	Misc	S14	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell.		
414	item190	Sparks	400	Book	Misc	S15	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell.		
415	item191	Jump	500	Book	Misc	S16	1	3	5	Book of Learning	78	0	0	0	0	0	0	2	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to Expert level to learn this spell.		
416	item191	Shield	750	Book	Misc	S17	1	3	5	Book of Learning	78	0	0	0	0	0	0	2	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to Expert level to learn this spell.		
417	item191	Lightning Bolt	1000	Book	Misc	S18	1	3	5	Book of Learning	78	0	0	0	0	0	0	2	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to Expert level to learn this spell.		
418	item192	Invisibility	1500	Book	Misc	S19	1	3	10	Book of Learning	78	0	0	0	0	0	0	0	1	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to Master level to learn this spell.		
419	item192	Implosion	2000	Book	Misc	S20	1	3	10	Book of Learning	78	0	0	0	0	0	0	0	1	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to Master level to learn this spell.		
420	item192	Fly	3000	Book	Misc	S21	1	3	10	Book of Learning	78	0	0	0	0	0	0	0	1	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to Master level to learn this spell.		
421	item193	Starburst	5000	Book	Misc	S22	1	3	15	Book of Learning	78	0	0	0	0	0	0	0	0	1	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to Grandmaster to learn this spell.		
422	item190	Awaken	100	Book	Misc	S23	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell.		
423	item190	Poison Spray	200	Book	Misc	S24	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell.		
424	item190	Water Resistance	300	Book	Misc	S25	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell.		
425	item190	Ice Bolt	400	Book	Misc	S26	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell.		
426	item191	Water Walk	500	Book	Misc	S27	1	3	5	Book of Learning	78	0	0	0	0	0	0	2	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to Expert level to learn this spell.		
427	item191	Recharge Item	750	Book	Misc	S28	1	3	5	Book of Learning	78	0	0	0	0	0	0	2	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to Expert level to learn this spell.		
428	item191	Acid Burst	1000	Book	Misc	S29	1	3	5	Book of Learning	78	0	0	0	0	0	0	2	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to Expert level to learn this spell.		
429	item192	Enchant Item	1500	Book	Misc	S30	1	3	10	Book of Learning	78	0	0	0	0	0	0	0	1	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to Master level to learn this spell.		
430	item192	Town Portal	2000	Book	Misc	S31	1	3	10	Book of Learning	78	0	0	0	0	0	0	0	1	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to Master level to learn this spell.		
431	item192	Ice Blast	3000	Book	Misc	S32	1	3	10	Book of Learning	78	0	0	0	0	0	0	0	1	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to Master level to learn this spell.		
432	item193	Lloyd's Beacon	5000	Book	Misc	S33	1	3	15	Book of Learning	78	0	0	0	0	0	0	0	0	1	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to Grandmaster to learn this spell.		
433	item190	Stun	100	Book	Misc	S34	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell.		
434	item190	Slow	200	Book	Misc	S35	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell.		
435	item190	Earth Resistance	300	Book	Misc	S36	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell.		
436	item190	Deadly Swarm	400	Book	Misc	S37	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell.		
437	item191	Stone Skin	500	Book	Misc	S38	1	3	5	Book of Learning	78	0	0	0	0	0	0	2	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to Expert level to learn this spell.		
438	item191	Blades	750	Book	Misc	S39	1	3	5	Book of Learning	78	0	0	0	0	0	0	2	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to Expert level to learn this spell.		
439	item191	Stone to Flesh	1000	Book	Misc	S40	1	3	5	Book of Learning	78	0	0	0	0	0	0	2	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to Expert level to learn this spell.		
440	item192	Rock Blast	1500	Book	Misc	S41	1	3	10	Book of Learning	78	0	0	0	0	0	0	0	1	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to Master level to learn this spell.		
441	item192	Telekinesis	2000	Book	Misc	S42	1	3	10	Book of Learning	78	0	0	0	0	0	0	0	1	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to Master level to learn this spell.		
442	item192	Death Blossom	3000	Book	Misc	S43	1	3	10	Book of Learning	78	0	0	0	0	0	0	0	1	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to Master level to learn this spell.		
443	item193	Mass Distortion	5000	Book	Misc	S44	1	3	15	Book of Learning	78	0	0	0	0	0	0	0	0	1	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to Grandmaster to learn this spell.		
444	item190	Detect Life	100	Book	Misc	S45	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell.		
445	item190	Bless	200	Book	Misc	S46	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell.		
446	item190	Fate	300	Book	Misc	S47	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell.		
447	item190	Turn Undead	400	Book	Misc	S48	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell.		
448	item191	Remove Curse	500	Book	Misc	S49	1	3	5	Book of Learning	78	0	0	0	0	0	0	2	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to Expert level to learn this spell.		
449	item191	Preservation	750	Book	Misc	S50	1	3	5	Book of Learning	78	0	0	0	0	0	0	2	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to Expert level to learn this spell.		
450	item191	Heroism	1000	Book	Misc	S51	1	3	5	Book of Learning	78	0	0	0	0	0	0	2	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to Expert level to learn this spell.		
451	item192	Spirit Lash	1500	Book	Misc	S52	1	3	10	Book of Learning	78	0	0	0	0	0	0	0	1	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to Master level to learn this spell.		
452	item192	Raise Dead	2000	Book	Misc	S53	1	3	10	Book of Learning	78	0	0	0	0	0	0	0	1	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to Master level to learn this spell.		
453	item192	Shared Life	3000	Book	Misc	S54	1	3	10	Book of Learning	78	0	0	0	0	0	0	0	1	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to Master level to learn this spell.		
454	item193	Resurrection	5000	Book	Misc	S55	1	3	15	Book of Learning	78	0	0	0	0	0	0	0	0	1	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to Grandmaster to learn this spell.		
455	item190	Remove Fear	100	Book	Misc	S56	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell.		
456	item190	Mind Blast	200	Book	Misc	S57	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell.		
457	item190	Mind Resistance	300	Book	Misc	S58	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell.		
458	item190	Telepathy	400	Book	Misc	S59	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell.		
459	item191	Charm	500	Book	Misc	S60	1	3	5	Book of Learning	78	0	0	0	0	0	0	2	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to Expert level to learn this spell.		
460	item191	Cure Paralysis	750	Book	Misc	S61	1	3	5	Book of Learning	78	0	0	0	0	0	0	2	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to Expert level to learn this spell.		
461	item191	Berserk	1000	Book	Misc	S62	1	3	5	Book of Learning	78	0	0	0	0	0	0	2	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to Expert level to learn this spell.		
462	item192	Mass Fear	1500	Book	Misc	S63	1	3	10	Book of Learning	78	0	0	0	0	0	0	0	1	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to Master level to learn this spell.		
463	item192	Cure Insanity	2000	Book	Misc	S64	1	3	10	Book of Learning	78	0	0	0	0	0	0	0	1	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to Master level to learn this spell.		
464	item192	Psychic Shock	3000	Book	Misc	S65	1	3	10	Book of Learning	78	0	0	0	0	0	0	0	1	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to Master level to learn this spell.		
465	item193	Enslave	5000	Book	Misc	S66	1	3	15	Book of Learning	78	0	0	0	0	0	0	0	0	1	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to Grandmaster to learn this spell.		
466	item190	Cure Weakness	100	Book	Misc	S67	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell.		
467	item190	Heal	200	Book	Misc	S68	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell.		
468	item190	Body Resistance	300	Book	Misc	S69	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell.		
469	item190	Harm	400	Book	Misc	S70	1	3	1	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell.		
470	item191	Regeneration	500	Book	Misc	S71	1	3	5	Book of Learning	78	0	0	0	0	0	0	2	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to Expert level to learn this spell.		
471	item191	Cure Poison	750	Book	Misc	S72	1	3	5	Book of Learning	78	0	0	0	0	0	0	2	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to Expert level to learn this spell.		
472	item191	Hammerhands	1000	Book	Misc	S73	1	3	5	Book of Learning	78	0	0	0	0	0	0	2	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to Expert level to learn this spell.		
473	item192	Cure Disease	1500	Book	Misc	S74	1	3	10	Book of Learning	78	0	0	0	0	0	0	0	1	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to Master level to learn this spell.		
474	item192	Protection from Magic	2000	Book	Misc	S75	1	3	10	Book of Learning	78	0	0	0	0	0	0	0	1	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to Master level to learn this spell.		
475	item192	Flying Fist	3000	Book	Misc	S76	1	3	10	Book of Learning	78	0	0	0	0	0	0	0	1	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to Master level to learn this spell.		
476	item193	Power Cure	5000	Book	Misc	S77	1	3	15	Book of Learning	78	0	0	0	0	0	0	0	0	1	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to Grandmaster to learn this spell.		
477	item190	Light Bolt	1000	Book	Misc	S78	1	3	3	Book of Learning	78	0	0	0	0	0	0	0	1	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell.		
478	item190	Destroy Undead	1500	Book	Misc	S79	1	3	3	Book of Learning	78	0	0	0	0	0	0	0	1	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell.		
479	item190	Dispel Magic	2000	Book	Misc	S80	1	3	3	Book of Learning	78	0	0	0	0	0	0	0	0	1	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell.		
480	item190	Paralyze	2500	Book	Misc	S81	1	3	3	Book of Learning	78	0	0	0	0	0	0	0	0	1	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell.		
481	item191	Summon Elemental	3000	Book	Misc	S82	1	3	8	Book of Learning	78	0	0	0	0	0	0	0	0	1	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to Expert level to learn this spell.		
482	item191	Day of the Gods	3500	Book	Misc	S83	1	3	8	Book of Learning	78	0	0	0	0	0	0	0	0	1	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to Expert level to learn this spell.		
483	item191	Prismatic Light	4000	Book	Misc	S84	1	3	8	Book of Learning	78	0	0	0	0	0	0	0	0	0	1	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to Expert level to learn this spell.		
484	item192	Day of Protection	5000	Book	Misc	S85	1	3	14	Book of Learning	78	0	0	0	0	0	0	0	0	0	1	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to Master level to learn this spell.		
485	item192	Hour of Power	6000	Book	Misc	S86	1	3	14	Book of Learning	78	0	0	0	0	0	0	0	0	0	1	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to Master level to learn this spell.		
486	item192	Sunray	7500	Book	Misc	S87	1	3	14	Book of Learning	78	0	0	0	0	0	0	0	0	0	1	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to Master level to learn this spell.		
487	item193	Divine Intervention	10000	Book	Misc	S88	1	3	19	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to Grandmaster to learn this spell.		
488	item190	Reanimate	1000	Book	Misc	S89	1	3	3	Book of Learning	78	0	0	0	0	0	0	0	1	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell.		
489	item190	Toxic Cloud	1500	Book	Misc	S90	1	3	3	Book of Learning	78	0	0	0	0	0	0	0	1	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell.		
490	item190	Vampiric Weapon	2000	Book	Misc	S91	1	3	3	Book of Learning	78	0	0	0	0	0	0	0	0	1	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell.		
491	item190	Shrinking Ray	2500	Book	Misc	S92	1	3	3	Book of Learning	78	0	0	0	0	0	0	0	0	1	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell.		
492	item191	Shrapmetal	3000	Book	Misc	S93	1	3	8	Book of Learning	78	0	0	0	0	0	0	0	0	1	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to Expert level to learn this spell.		
493	item191	Control Undead	3500	Book	Misc	S94	1	3	8	Book of Learning	78	0	0	0	0	0	0	0	0	1	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to Expert level to learn this spell.		
494	item191	Pain Reflection	4000	Book	Misc	S95	1	3	8	Book of Learning	78	0	0	0	0	0	0	0	0	0	1	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to Expert level to learn this spell.		
495	item192	Sacrifice	5000	Book	Misc	S96	1	3	14	Book of Learning	78	0	0	0	0	0	0	0	0	0	1	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to Master level to learn this spell.		
496	item192	Dragon Breath	6000	Book	Misc	S97	1	3	14	Book of Learning	78	0	0	0	0	0	0	0	0	0	1	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to Master level to learn this spell.		
497	item192	Armageddon	7500	Book	Misc	S98	1	3	14	Book of Learning	78	0	0	0	0	0	0	0	0	0	1	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to Master level to learn this spell.		
498	item193	Souldrinker	10000	Book	Misc	S99	1	3	19	Book of Learning	78	0	0	0	0	0	0	0	0	0	0	A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to Grandmaster to learn this spell.		
499	item192	Book of UnMakings	0	Book	Misc	0	1	3	14	Book of UnMakings	78	0	0	0	0	0	0	0	0	0	0	The infamous Book of Unmakings is filled with runes and symbols penned in unknown languages by scribes before the beginnings of time.		
500	item217	Puck	20000	Weapon	Sword	5d7	28	Artifact	20	Artifact	1	0	0	16	145							(Speed +40, Swift) Ancient and fey, Puck's enchantments cause it to practically fly for enemy's throats.  No one knows when or where Puck was forged, but the Faerie origins are unmistakable.		
501	item218	Iron Feather	20000	Weapon2	Sword	7d4	30	Artifact	20	Artifact	2	0	0	12	146							(Might +40, 6-15 points of Electrical damage) An impossibly light two-handed sword, the Iron Feather boosts the Might of its owner to make wielding the huge weapon even easier.  The combination almost makes it possible to use the sword in one hand--the huge size of the blade being the only problem.  		
502	item219	Wallace	20000	Weapon	Sword	3d5	24	Artifact	20	Artifact	3	0	0	10	114							(Armsmaster skill +10, Personality +40) Wallace has somehow found its way into the hands of rebels and rabble rousers for centuries.  The weapon magnifies both the ability and the confidence of its wielder, frequently leading its owners to take risks they might otherwise have avoided.  Though none of its owner's ambitions have been fulfilled, no one has ever declined to carry Wallace once they have heard its siren song.		
503	item220	Corsair	20000	Missile	Sword	4d4	25	Artifact	20	Artifact	4	0	0	12	115							"(Stealing skill +5, Disarm skill +5, Luck +40) Corsair is one of the finest weapons ever turned out by the Regnan armories.  Ever true to their nature, Regna's smiths fashioned a weapon that would aid their imperial ""tax collection"" efforts on the high seas and coastal towns.  To this date, Regna has not forged a weapon that didn't advance their selfish goals at the expense of others."		
504	item235	Golden Chain	20000	armor	Chain	16	56	Artifact	20	Artifact	21	0	0	0	0							(Half damage from missile attacks, +10 to all statistics) Owned by Colonial Governor Padish at the Time of the Silence, this fantastic armor has resurfaced in many of the great treasure hoardes throughout history.  Like most creations turned out by the Heavenly Forge, it is nearly indestructible, and its like can no longer be made by any forge in the land.		
